Date,Year,Month,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46
3/15/2003,2003,3,52.08,66.96,163.68,44.64,44.64,66.96,29.76,59.52,74.4,81.84,96.72,96.72,104.16,141.36,104.16,186,126.48,193.44,156.24,66.96,171.12,111.6,37.2,163.68,96.72,178.56,81.84,156.24,133.92,119.04,133.92,119.04,111.6,81.84,22.32,74.4,81.84,81.84,52.08,59.52,66.96,66.96,66.96,44.64,148.8,126.48
4/15/2003,2003,4,72,86.4,237.6,100.8,72,158.4,64.8,144,208.8,237.6,288,280.8,295.2,223.2,129.6,244.8,223.2,259.2,230.4,86.4,244.8,187.2,86.4,244.8,158.4,259.2,122.4,244.8,244.8,201.6,252,230.4,273.6,144,36,136.8,115.2,115.2,86.4,136.8,158.4,158.4,158.4,108,201.6,216
5/15/2003,2003,5,37.2,44.64,59.52,37.2,37.2,66.96,22.32,52.08,44.64,44.64,52.08,52.08,52.08,52.08,44.64,59.52,29.76,66.96,52.08,59.52,59.52,37.2,37.2,59.52,37.2,66.96,37.2,66.96,66.96,52.08,66.96,59.52,59.52,37.2,14.88,29.76,66.96,66.96,44.64,66.96,66.96,59.52,59.52,44.64,37.2,29.76
6/15/2003,2003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2003,2003,7,14.88,14.88,0,0,7.44,14.88,0,14.88,7.44,0,0,0,0,0,7.44,0,0,0,0,22.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,14.88,14.88,7.44,22.32,7.44,7.44,7.44,7.44,14.88,0
8/15/2003,2003,8,14.88,7.44,22.32,14.88,7.44,22.32,7.44,22.32,22.32,22.32,29.76,29.76,29.76,22.32,22.32,22.32,22.32,29.76,22.32,14.88,22.32,14.88,0,22.32,14.88,29.76,14.88,29.76,29.76,29.76,37.2,29.76,37.2,7.44,7.44,7.44,14.88,14.88,7.44,14.88,14.88,14.88,14.88,14.88,29.76,22.32
9/15/2003,2003,9,7.2,7.2,0,0,0,0,0,0,7.2,7.2,7.2,7.2,7.2,0,7.2,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,7.2,0
10/15/2003,2003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,7.44,0,0,0,7.44,7.44,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0
11/15/2003,2003,11,36,43.2,129.6,36,28.8,57.6,50.4,57.6,72,72,86.4,86.4,93.6,129.6,79.2,122.4,172.8,122.4,136.8,50.4,122.4,151.2,28.8,122.4,136.8,108,115.2,108,108,72,100.8,86.4,93.6,108,14.4,79.2,50.4,50.4,36,50.4,50.4,50.4,50.4,36,151.2,172.8
12/15/2003,2003,12,111.6,141.36,349.68,148.8,104.16,215.76,119.04,200.88,260.4,290.16,334.8,327.36,349.68,342.24,178.56,342.24,364.56,357.12,349.68,119.04,357.12,342.24,104.16,357.12,319.92,364.56,297.6,357.12,357.12,290.16,394.32,334.8,364.56,334.8,59.52,319.92,171.12,171.12,126.48,163.68,208.32,215.76,215.76,163.68,252.96,327.36
1/15/2004,2004,1,52.08,59.52,126.48,44.64,44.64,74.4,52.08,66.96,81.84,89.28,104.16,111.6,111.6,126.48,66.96,126.48,148.8,133.92,126.48,52.08,133.92,133.92,37.2,133.92,119.04,133.92,96.72,141.36,156.24,96.72,148.8,133.92,126.48,96.72,22.32,96.72,74.4,74.4,52.08,66.96,74.4,74.4,74.4,52.08,148.8,148.8
2/15/2004,2004,2,111.36,132.24,334.08,125.28,97.44,180.96,111.36,160.08,180.96,201.84,229.68,236.64,243.6,327.12,180.96,341.04,348,348,341.04,125.28,334.08,292.32,97.44,334.08,250.56,334.08,215.76,320.16,320.16,243.6,299.28,271.44,264.48,250.56,69.6,257.52,153.12,153.12,111.36,160.08,180.96,180.96,180.96,132.24,278.4,341.04
3/15/2004,2004,3,29.76,29.76,52.08,22.32,22.32,37.2,14.88,37.2,37.2,37.2,37.2,37.2,37.2,44.64,29.76,52.08,52.08,52.08,44.64,29.76,52.08,52.08,29.76,52.08,52.08,52.08,44.64,44.64,44.64,29.76,44.64,44.64,44.64,37.2,7.44,22.32,44.64,44.64,29.76,29.76,29.76,29.76,29.76,22.32,74.4,52.08
4/15/2004,2004,4,14.4,21.6,50.4,0,7.2,14.4,7.2,7.2,7.2,7.2,14.4,14.4,14.4,43.2,36,50.4,50.4,57.6,50.4,21.6,50.4,36,7.2,43.2,28.8,43.2,14.4,36,28.8,21.6,36,28.8,28.8,21.6,0,14.4,28.8,28.8,14.4,21.6,14.4,14.4,14.4,7.2,64.8,57.6
5/15/2004,2004,5,7.44,7.44,44.64,7.44,0,22.32,0,22.32,14.88,7.44,7.44,7.44,14.88,29.76,52.08,59.52,14.88,59.52,44.64,14.88,44.64,14.88,7.44,44.64,7.44,52.08,7.44,44.64,29.76,37.2,29.76,22.32,22.32,7.44,0,0,7.44,7.44,0,22.32,14.88,14.88,14.88,14.88,29.76,22.32
6/15/2004,2004,6,0,0,7.2,0,0,7.2,0,0,0,0,0,0,0,7.2,7.2,7.2,7.2,7.2,7.2,0,7.2,7.2,0,0,0,0,0,0,0,7.2,7.2,7.2,7.2,0,0,0,0,0,0,7.2,7.2,7.2,7.2,0,7.2,7.2
7/15/2004,2004,7,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,7.44,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,7.44,0
8/15/2004,2004,8,0,0,0,0,0,7.44,0,7.44,7.44,0,0,0,0,0,7.44,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44,7.44,7.44,0,7.44,0
9/15/2004,2004,9,0,0,7.2,0,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,14.4,0,14.4,7.2,0,7.2,0,0,7.2,0,14.4,0,7.2,0,7.2,7.2,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2004,2004,10,74.4,89.28,141.36,141.36,74.4,200.88,74.4,163.68,163.68,178.56,200.88,186,193.44,133.92,104.16,141.36,126.48,148.8,133.92,111.6,148.8,111.6,89.28,148.8,104.16,156.24,96.72,156.24,156.24,119.04,156.24,148.8,178.56,104.16,52.08,104.16,104.16,104.16,81.84,178.56,200.88,200.88,200.88,156.24,148.8,133.92
11/15/2004,2004,11,28.8,36,57.6,43.2,21.6,64.8,36,64.8,79.2,79.2,93.6,93.6,93.6,57.6,50.4,50.4,72,50.4,57.6,64.8,57.6,72,28.8,57.6,72,50.4,72,50.4,43.2,57.6,79.2,72,86.4,72,7.2,64.8,50.4,50.4,28.8,72,57.6,57.6,57.6,43.2,57.6,64.8
12/15/2004,2004,12,89.28,111.6,230.64,126.48,89.28,163.68,111.6,148.8,186,208.32,238.08,230.64,238.08,238.08,111.6,200.88,312.48,200.88,238.08,111.6,215.76,282.72,81.84,215.76,252.96,200.88,238.08,215.76,238.08,178.56,252.96,230.64,238.08,267.84,59.52,267.84,119.04,119.04,96.72,141.36,156.24,163.68,163.68,133.92,260.4,305.04
1/15/2005,2005,1,163.68,193.44,171.12,208.32,141.36,327.36,96.72,267.84,275.28,282.72,327.36,297.6,312.48,178.56,81.84,163.68,186,171.12,171.12,200.88,178.56,186,133.92,186,186,178.56,186,178.56,186,156.24,230.64,215.76,282.72,178.56,104.16,163.68,215.76,215.76,156.24,297.6,319.92,319.92,319.92,230.64,156.24,171.12
2/15/2005,2005,2,80.64,94.08,107.52,100.8,73.92,141.12,107.52,114.24,127.68,141.12,147.84,141.12,141.12,107.52,53.76,100.8,114.24,107.52,107.52,94.08,107.52,114.24,73.92,107.52,114.24,107.52,107.52,100.8,94.08,67.2,107.52,100.8,127.68,114.24,53.76,114.24,100.8,100.8,80.64,127.68,147.84,147.84,147.84,114.24,87.36,100.8
3/15/2005,2005,3,96.72,119.04,163.68,141.36,96.72,193.44,81.84,171.12,215.76,238.08,282.72,260.4,282.72,163.68,89.28,163.68,171.12,171.12,163.68,119.04,171.12,156.24,104.16,171.12,141.36,178.56,126.48,178.56,178.56,156.24,252.96,215.76,267.84,148.8,44.64,148.8,148.8,148.8,111.6,163.68,186,186,186,141.36,156.24,163.68
4/15/2005,2005,4,43.2,50.4,100.8,36,36,57.6,36,50.4,64.8,64.8,79.2,79.2,79.2,93.6,79.2,115.2,93.6,122.4,100.8,50.4,108,79.2,28.8,100.8,72,108,57.6,93.6,86.4,72,86.4,72,79.2,57.6,28.8,50.4,57.6,57.6,43.2,50.4,50.4,50.4,50.4,36,108,93.6
5/15/2005,2005,5,52.08,66.96,200.88,74.4,59.52,141.36,22.32,111.6,111.6,119.04,141.36,133.92,141.36,186,141.36,208.32,178.56,215.76,200.88,104.16,200.88,141.36,74.4,193.44,111.6,200.88,96.72,193.44,193.44,156.24,193.44,156.24,163.68,111.6,29.76,119.04,96.72,96.72,66.96,133.92,133.92,133.92,133.92,89.28,156.24,186
6/15/2005,2005,6,0,0,50.4,0,0,7.2,7.2,14.4,28.8,36,50.4,50.4,57.6,50.4,36,50.4,50.4,57.6,50.4,7.2,57.6,43.2,0,57.6,36,57.6,28.8,57.6,57.6,50.4,57.6,50.4,57.6,28.8,0,21.6,0,0,0,7.2,0,0,0,0,50.4,50.4
7/15/2005,2005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0
8/15/2005,2005,8,7.44,7.44,0,0,0,7.44,0,7.44,7.44,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,7.44,7.44,0,14.88,7.44,7.44,7.44,0,0,0
9/15/2005,2005,9,14.4,7.2,7.2,7.2,7.2,14.4,0,14.4,21.6,21.6,21.6,21.6,21.6,0,7.2,7.2,0,7.2,0,14.4,7.2,0,0,7.2,0,7.2,0,7.2,0,7.2,14.4,7.2,21.6,0,7.2,0,7.2,7.2,7.2,14.4,14.4,14.4,14.4,7.2,0,0
10/15/2005,2005,10,22.32,14.88,29.76,7.44,14.88,14.88,0,14.88,22.32,14.88,22.32,22.32,22.32,22.32,29.76,29.76,22.32,29.76,22.32,14.88,29.76,22.32,7.44,29.76,22.32,37.2,22.32,37.2,37.2,29.76,44.64,29.76,29.76,22.32,22.32,22.32,14.88,14.88,7.44,14.88,14.88,14.88,14.88,7.44,29.76,22.32
11/15/2005,2005,11,14.4,7.2,165.6,7.2,7.2,36,14.4,36,50.4,50.4,72,72,79.2,158.4,129.6,187.2,172.8,180,172.8,14.4,165.6,151.2,7.2,165.6,136.8,165.6,115.2,151.2,144,108,122.4,100.8,100.8,100.8,7.2,79.2,14.4,14.4,7.2,28.8,28.8,28.8,28.8,14.4,201.6,180
12/15/2005,2005,12,104.16,126.48,498.48,186,89.28,305.04,126.48,290.16,364.56,379.44,453.84,468.72,498.48,498.48,260.4,491.04,491.04,520.8,491.04,163.68,520.8,453.84,104.16,528.24,424.08,550.56,386.88,550.56,580.32,461.28,639.84,558,550.56,453.84,44.64,461.28,163.68,163.68,111.6,252.96,275.28,282.72,282.72,193.44,446.4,468.72
1/15/2006,2006,1,119.04,163.68,245.52,133.92,133.92,200.88,89.28,186,215.76,215.76,252.96,238.08,260.4,238.08,133.92,260.4,260.4,260.4,252.96,171.12,252.96,215.76,141.36,252.96,178.56,260.4,133.92,245.52,252.96,193.44,267.84,230.64,260.4,156.24,52.08,148.8,208.32,208.32,156.24,193.44,208.32,200.88,200.88,148.8,260.4,267.84
2/15/2006,2006,2,53.76,67.2,174.72,40.32,47.04,87.36,47.04,87.36,107.52,100.8,120.96,120.96,134.4,161.28,100.8,188.16,141.12,194.88,168,73.92,181.44,127.68,40.32,181.44,114.24,188.16,107.52,174.72,168,147.84,168,141.12,147.84,120.96,20.16,120.96,87.36,87.36,53.76,87.36,87.36,80.64,80.64,53.76,141.12,141.12
3/15/2006,2006,3,119.04,163.68,305.04,171.12,133.92,252.96,126.48,215.76,275.28,327.36,372,364.56,372,297.6,148.8,305.04,282.72,327.36,297.6,156.24,319.92,260.4,148.8,334.8,238.08,349.68,215.76,349.68,364.56,245.52,319.92,305.04,342.24,252.96,66.96,260.4,193.44,193.44,156.24,215.76,252.96,252.96,252.96,186,215.76,252.96
4/15/2006,2006,4,93.6,136.8,259.2,165.6,122.4,280.8,86.4,223.2,259.2,295.2,345.6,331.2,345.6,252,129.6,252,216,280.8,259.2,180,266.4,187.2,180,266.4,165.6,280.8,158.4,273.6,273.6,223.2,288,266.4,316.8,180,50.4,180,187.2,187.2,151.2,266.4,280.8,273.6,273.6,194.4,158.4,201.6
5/15/2006,2006,5,14.88,14.88,44.64,37.2,14.88,37.2,14.88,37.2,37.2,44.64,44.64,44.64,44.64,44.64,29.76,37.2,59.52,37.2,52.08,37.2,37.2,44.64,14.88,37.2,29.76,29.76,22.32,29.76,29.76,29.76,37.2,29.76,37.2,22.32,7.44,22.32,29.76,29.76,14.88,37.2,29.76,37.2,37.2,29.76,52.08,66.96
6/15/2006,2006,6,0,0,7.2,0,0,0,0,0,0,0,0,0,0,7.2,14.4,7.2,14.4,7.2,7.2,7.2,7.2,14.4,0,7.2,14.4,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,0,7.2,7.2,0,0,0,0,0,0,14.4,14.4
7/15/2006,2006,7,7.44,7.44,0,0,0,14.88,0,7.44,7.44,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44,0,14.88,7.44,7.44,7.44,0,0,0
8/15/2006,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0
9/15/2006,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2006,2006,10,14.88,14.88,7.44,14.88,7.44,22.32,7.44,22.32,22.32,14.88,22.32,14.88,22.32,0,14.88,7.44,0,7.44,7.44,22.32,7.44,7.44,7.44,7.44,7.44,7.44,7.44,0,0,7.44,14.88,7.44,22.32,7.44,7.44,7.44,14.88,14.88,7.44,22.32,22.32,22.32,22.32,14.88,7.44,7.44
11/15/2006,2006,11,7.2,7.2,129.6,28.8,7.2,43.2,36,43.2,72,79.2,93.6,93.6,108,122.4,86.4,144,136.8,144,129.6,14.4,136.8,115.2,7.2,136.8,100.8,136.8,79.2,122.4,115.2,100.8,136.8,115.2,122.4,86.4,0,79.2,14.4,14.4,7.2,28.8,36,43.2,43.2,28.8,158.4,144
12/15/2006,2006,12,66.96,81.84,200.88,81.84,59.52,119.04,59.52,104.16,119.04,141.36,156.24,156.24,163.68,200.88,96.72,200.88,223.2,208.32,200.88,74.4,200.88,193.44,52.08,208.32,171.12,208.32,148.8,200.88,215.76,133.92,186,171.12,171.12,163.68,37.2,156.24,96.72,96.72,66.96,104.16,119.04,119.04,119.04,89.28,223.2,223.2
1/15/2007,2007,1,29.76,37.2,29.76,22.32,22.32,29.76,22.32,29.76,44.64,44.64,52.08,44.64,52.08,22.32,22.32,29.76,29.76,29.76,29.76,29.76,29.76,22.32,14.88,29.76,22.32,29.76,14.88,29.76,22.32,29.76,59.52,44.64,59.52,14.88,22.32,0,37.2,37.2,22.32,22.32,22.32,22.32,22.32,22.32,59.52,29.76
2/15/2007,2007,2,87.36,114.24,255.36,100.8,80.64,147.84,94.08,141.12,215.04,248.64,295.68,295.68,309.12,241.92,134.4,262.08,228.48,275.52,248.64,100.8,268.8,201.6,80.64,275.52,181.44,288.96,161.28,282.24,295.68,235.2,336,295.68,315.84,194.88,40.32,188.16,134.4,134.4,100.8,120.96,141.12,147.84,147.84,107.52,208.32,215.04
3/15/2007,2007,3,37.2,37.2,29.76,14.88,29.76,22.32,7.44,22.32,29.76,29.76,37.2,29.76,37.2,22.32,29.76,44.64,14.88,44.64,29.76,37.2,37.2,14.88,29.76,37.2,22.32,44.64,14.88,37.2,37.2,29.76,44.64,29.76,37.2,14.88,14.88,0,52.08,52.08,37.2,29.76,22.32,22.32,22.32,14.88,44.64,14.88
4/15/2007,2007,4,43.2,43.2,72,28.8,28.8,43.2,21.6,43.2,64.8,72,86.4,86.4,86.4,72,50.4,72,72,86.4,72,50.4,79.2,64.8,21.6,79.2,57.6,79.2,50.4,79.2,79.2,64.8,79.2,79.2,86.4,57.6,21.6,50.4,57.6,57.6,36,36,36,36,36,28.8,57.6,64.8
5/15/2007,2007,5,7.44,7.44,29.76,7.44,0,14.88,0,14.88,22.32,22.32,29.76,29.76,29.76,22.32,14.88,29.76,22.32,29.76,22.32,7.44,29.76,14.88,0,29.76,14.88,29.76,7.44,29.76,29.76,29.76,37.2,29.76,37.2,14.88,0,14.88,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,22.32,22.32
6/15/2007,2007,6,0,0,7.2,0,0,0,0,0,0,0,7.2,7.2,7.2,7.2,14.4,7.2,0,7.2,7.2,0,7.2,0,0,7.2,0,14.4,0,14.4,14.4,14.4,21.6,14.4,14.4,0,0,0,0,0,0,0,0,0,0,0,7.2,7.2
7/15/2007,2007,7,0,0,22.32,0,0,0,0,0,0,0,0,0,0,22.32,14.88,29.76,22.32,22.32,22.32,7.44,22.32,14.88,0,22.32,14.88,22.32,7.44,14.88,7.44,7.44,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,22.32,29.76
8/15/2007,2007,8,7.44,0,0,0,0,7.44,0,7.44,7.44,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44,7.44,7.44,0,7.44,0
9/15/2007,2007,9,7.2,7.2,21.6,7.2,7.2,14.4,7.2,14.4,14.4,7.2,7.2,7.2,14.4,14.4,21.6,28.8,7.2,28.8,14.4,14.4,21.6,7.2,7.2,21.6,7.2,28.8,7.2,28.8,28.8,21.6,21.6,21.6,14.4,7.2,7.2,7.2,7.2,7.2,7.2,14.4,14.4,14.4,14.4,7.2,7.2,7.2
10/15/2007,2007,10,14.88,14.88,96.72,22.32,14.88,22.32,22.32,22.32,29.76,44.64,44.64,52.08,52.08,89.28,74.4,111.6,96.72,104.16,96.72,14.88,96.72,74.4,14.88,96.72,59.52,96.72,44.64,89.28,81.84,74.4,96.72,74.4,66.96,59.52,7.44,59.52,22.32,22.32,14.88,14.88,22.32,22.32,22.32,22.32,126.48,104.16
11/15/2007,2007,11,7.2,0,36,7.2,0,21.6,14.4,28.8,43.2,28.8,43.2,36,43.2,28.8,28.8,50.4,28.8,43.2,36,7.2,36,14.4,0,28.8,7.2,36,7.2,21.6,7.2,21.6,50.4,28.8,50.4,21.6,0,28.8,0,0,0,21.6,21.6,21.6,21.6,7.2,43.2,36
12/15/2007,2007,12,89.28,111.6,156.24,89.28,81.84,104.16,37.2,104.16,141.36,156.24,178.56,178.56,186,163.68,81.84,148.8,171.12,156.24,156.24,89.28,156.24,178.56,74.4,163.68,178.56,163.68,171.12,171.12,186,111.6,171.12,163.68,171.12,148.8,29.76,111.6,141.36,141.36,104.16,81.84,89.28,96.72,96.72,81.84,156.24,163.68
1/15/2008,2008,1,133.92,171.12,282.72,186,133.92,252.96,133.92,223.2,215.76,215.76,230.64,238.08,238.08,282.72,126.48,275.28,305.04,282.72,282.72,193.44,282.72,312.48,126.48,297.6,319.92,282.72,319.92,275.28,275.28,208.32,260.4,252.96,245.52,334.8,66.96,327.36,208.32,208.32,148.8,238.08,238.08,245.52,245.52,193.44,252.96,282.72
2/15/2008,2008,2,76.56,76.56,97.44,90.48,62.64,132.24,48.72,118.32,90.48,104.4,111.36,104.4,111.36,97.44,55.68,97.44,111.36,104.4,97.44,132.24,97.44,97.44,83.52,104.4,90.48,104.4,69.6,104.4,104.4,62.64,90.48,83.52,97.44,97.44,27.84,83.52,118.32,118.32,76.56,132.24,125.28,125.28,125.28,90.48,97.44,90.48
3/15/2008,2008,3,52.08,44.64,44.64,29.76,29.76,66.96,7.44,52.08,52.08,52.08,66.96,59.52,59.52,37.2,37.2,52.08,52.08,59.52,44.64,74.4,52.08,59.52,22.32,44.64,59.52,52.08,29.76,52.08,52.08,52.08,59.52,52.08,59.52,59.52,14.88,44.64,81.84,81.84,37.2,66.96,59.52,52.08,52.08,37.2,81.84,44.64
4/15/2008,2008,4,43.2,28.8,50.4,21.6,21.6,50.4,7.2,43.2,36,36,43.2,36,36,28.8,28.8,43.2,36,79.2,36,72,50.4,36,14.4,36,21.6,43.2,7.2,36,36,28.8,21.6,14.4,28.8,36,7.2,7.2,64.8,64.8,21.6,57.6,36,28.8,28.8,21.6,165.6,28.8
5/15/2008,2008,5,22.32,14.88,29.76,7.44,7.44,44.64,0,52.08,29.76,14.88,22.32,22.32,22.32,14.88,44.64,29.76,14.88,37.2,22.32,81.84,29.76,7.44,14.88,14.88,0,22.32,0,22.32,22.32,29.76,29.76,22.32,22.32,14.88,7.44,0,44.64,44.64,14.88,59.52,22.32,22.32,22.32,14.88,66.96,22.32
6/15/2008,2008,6,0,0,7.2,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,0,14.4,14.4,0,7.2,7.2,14.4,7.2,0,0,7.2,0,7.2,0,7.2,7.2,7.2,0,0,7.2,7.2,0,0,7.2,7.2,0,14.4,7.2,7.2,7.2,0,0,0
