Date,Year,Month,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46
7/15/2008,2008,7,7.44,7.44,0,0,0,7.44,0,7.44,7.44,0,0,0,0,0,7.44,0,0,0,0,14.88,0,0,0,0,0,0,0,0,0,7.44,0,0,7.44,7.44,0,0,7.44,7.44,0,7.44,7.44,7.44,7.44,0,0,0
8/15/2008,2008,8,0,0,7.44,0,0,0,0,0,0,0,0,0,0,7.44,14.88,14.88,7.44,7.44,7.44,7.44,7.44,0,0,7.44,0,7.44,0,0,0,0,0,0,7.44,7.44,0,0,0,0,0,7.44,0,0,0,0,14.88,7.44
9/15/2008,2008,9,7.2,7.2,0,0,7.2,7.2,0,7.2,7.2,0,7.2,7.2,7.2,0,14.4,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,0,0
10/15/2008,2008,10,14.88,14.88,66.96,14.88,7.44,22.32,22.32,22.32,29.76,37.2,37.2,44.64,44.64,66.96,52.08,74.4,59.52,74.4,66.96,14.88,74.4,44.64,7.44,74.4,37.2,81.84,29.76,66.96,66.96,44.64,44.64,37.2,44.64,59.52,7.44,22.32,14.88,14.88,7.44,22.32,22.32,22.32,22.32,14.88,66.96,74.4
11/15/2008,2008,11,72,50.4,108,72,36,108,36,100.8,115.2,115.2,129.6,122.4,129.6,86.4,72,108,100.8,136.8,100.8,93.6,115.2,86.4,50.4,100.8,79.2,136.8,64.8,122.4,115.2,108,151.2,136.8,144,122.4,36,100.8,79.2,79.2,43.2,100.8,100.8,108,108,79.2,144,115.2
12/15/2008,2008,12,74.4,81.84,104.16,74.4,59.52,104.16,44.64,81.84,96.72,96.72,119.04,111.6,119.04,96.72,59.52,96.72,111.6,111.6,104.16,74.4,104.16,89.28,59.52,104.16,81.84,119.04,59.52,111.6,126.48,81.84,104.16,96.72,111.6,96.72,44.64,44.64,96.72,96.72,66.96,96.72,89.28,96.72,96.72,81.84,89.28,96.72
1/15/2009,2009,1,66.96,66.96,66.96,89.28,44.64,119.04,74.4,119.04,111.6,104.16,141.36,126.48,126.48,59.52,52.08,66.96,81.84,81.84,66.96,89.28,74.4,66.96,44.64,59.52,59.52,74.4,44.64,89.28,96.72,66.96,111.6,111.6,119.04,133.92,22.32,74.4,104.16,104.16,52.08,104.16,111.6,96.72,96.72,81.84,133.92,74.4
2/15/2009,2009,2,73.92,100.8,215.04,94.08,80.64,134.4,100.8,120.96,134.4,154.56,154.56,161.28,161.28,215.04,114.24,215.04,201.6,221.76,215.04,100.8,221.76,194.88,80.64,215.04,188.16,221.76,181.44,215.04,215.04,141.12,154.56,154.56,161.28,201.6,53.76,194.88,114.24,114.24,80.64,120.96,127.68,134.4,134.4,107.52,181.44,194.88
3/15/2009,2009,3,59.52,44.64,111.6,66.96,29.76,111.6,52.08,119.04,119.04,111.6,126.48,126.48,133.92,96.72,89.28,126.48,96.72,141.36,104.16,89.28,126.48,96.72,29.76,111.6,89.28,133.92,74.4,133.92,141.36,119.04,156.24,126.48,133.92,133.92,14.88,96.72,89.28,89.28,44.64,81.84,81.84,89.28,89.28,66.96,200.88,96.72
4/15/2009,2009,4,36,36,50.4,36,28.8,64.8,21.6,64.8,57.6,50.4,64.8,57.6,57.6,28.8,43.2,43.2,28.8,79.2,28.8,86.4,50.4,28.8,28.8,36,21.6,50.4,14.4,43.2,36,36,57.6,43.2,50.4,57.6,14.4,28.8,64.8,64.8,28.8,79.2,43.2,43.2,43.2,36,144,28.8
5/15/2009,2009,5,14.88,14.88,66.96,22.32,14.88,66.96,7.44,81.84,66.96,52.08,66.96,66.96,81.84,59.52,66.96,66.96,66.96,74.4,59.52,59.52,66.96,44.64,22.32,59.52,37.2,66.96,22.32,66.96,74.4,81.84,111.6,89.28,96.72,52.08,7.44,44.64,22.32,22.32,22.32,52.08,22.32,22.32,22.32,22.32,89.28,59.52
6/15/2009,2009,6,7.2,7.2,64.8,7.2,7.2,21.6,0,21.6,14.4,14.4,14.4,14.4,14.4,57.6,57.6,72,43.2,64.8,72,28.8,57.6,43.2,7.2,57.6,43.2,50.4,36,43.2,36,36,21.6,21.6,14.4,21.6,0,7.2,14.4,14.4,7.2,21.6,21.6,14.4,14.4,14.4,57.6,50.4
7/15/2009,2009,7,0,0,0,0,0,7.44,0,7.44,7.44,0,0,0,0,0,7.44,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0
8/15/2009,2009,8,0,0,7.44,0,0,7.44,0,7.44,7.44,0,7.44,0,7.44,7.44,14.88,7.44,7.44,7.44,7.44,7.44,7.44,0,0,7.44,0,7.44,0,0,0,7.44,7.44,0,7.44,7.44,0,0,0,0,0,7.44,0,0,0,0,7.44,7.44
9/15/2009,2009,9,7.2,7.2,7.2,7.2,0,7.2,14.4,7.2,7.2,14.4,14.4,14.4,14.4,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,21.6,0,14.4,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
10/15/2009,2009,10,22.32,29.76,81.84,52.08,22.32,66.96,52.08,74.4,74.4,74.4,81.84,89.28,96.72,74.4,66.96,89.28,81.84,89.28,74.4,66.96,81.84,81.84,37.2,89.28,81.84,96.72,81.84,96.72,96.72,89.28,111.6,104.16,104.16,126.48,7.44,119.04,37.2,37.2,29.76,66.96,59.52,59.52,59.52,52.08,89.28,89.28
11/15/2009,2009,11,28.8,28.8,72,36,21.6,57.6,21.6,43.2,50.4,50.4,64.8,57.6,64.8,64.8,57.6,86.4,72,86.4,79.2,36,79.2,64.8,21.6,72,57.6,79.2,43.2,64.8,64.8,50.4,64.8,57.6,64.8,86.4,7.2,57.6,43.2,43.2,28.8,50.4,57.6,57.6,57.6,36,86.4,72
12/15/2009,2009,12,89.28,89.28,126.48,96.72,74.4,141.36,52.08,111.6,119.04,126.48,141.36,133.92,141.36,126.48,66.96,119.04,126.48,126.48,126.48,111.6,126.48,111.6,81.84,126.48,96.72,126.48,74.4,126.48,133.92,111.6,148.8,133.92,148.8,89.28,59.52,52.08,119.04,119.04,81.84,119.04,133.92,133.92,133.92,104.16,133.92,126.48
1/15/2010,2010,1,81.84,111.6,245.52,126.48,96.72,156.24,133.92,133.92,156.24,163.68,186,193.44,208.32,238.08,126.48,245.52,252.96,260.4,238.08,104.16,252.96,260.4,96.72,252.96,260.4,260.4,223.2,267.84,282.72,178.56,223.2,215.76,193.44,297.6,66.96,290.16,133.92,133.92,104.16,126.48,156.24,163.68,163.68,133.92,230.64,230.64
2/15/2010,2010,2,80.64,114.24,161.28,120.96,87.36,154.56,73.92,127.68,127.68,127.68,141.12,134.4,141.12,154.56,80.64,154.56,181.44,168,161.28,114.24,161.28,168,94.08,161.28,147.84,161.28,127.68,147.84,141.12,107.52,127.68,127.68,134.4,161.28,47.04,134.4,141.12,141.12,107.52,127.68,147.84,154.56,154.56,127.68,154.56,154.56
3/15/2010,2010,3,59.52,59.52,89.28,59.52,44.64,89.28,44.64,81.84,89.28,104.16,126.48,119.04,126.48,81.84,59.52,89.28,96.72,104.16,81.84,74.4,96.72,96.72,37.2,89.28,81.84,96.72,66.96,96.72,96.72,66.96,104.16,96.72,111.6,111.6,14.88,96.72,89.28,89.28,44.64,74.4,81.84,81.84,81.84,59.52,141.36,81.84
4/15/2010,2010,4,57.6,57.6,136.8,108,50.4,115.2,79.2,108,108,129.6,136.8,136.8,136.8,129.6,93.6,136.8,151.2,158.4,129.6,93.6,136.8,151.2,72,136.8,136.8,136.8,100.8,136.8,129.6,108,129.6,115.2,122.4,115.2,36,100.8,86.4,86.4,57.6,100.8,115.2,115.2,115.2,108,223.2,144
5/15/2010,2010,5,37.2,14.88,44.64,14.88,7.44,29.76,14.88,29.76,29.76,29.76,37.2,37.2,44.64,29.76,52.08,52.08,44.64,66.96,37.2,66.96,52.08,44.64,14.88,37.2,37.2,52.08,22.32,52.08,44.64,59.52,74.4,52.08,52.08,59.52,7.44,29.76,37.2,37.2,14.88,37.2,14.88,22.32,22.32,14.88,148.8,37.2
6/15/2010,2010,6,7.2,0,7.2,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,21.6,14.4,7.2,14.4,7.2,14.4,7.2,0,0,7.2,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,0,7.2,7.2,0,7.2,0,7.2,7.2,0,21.6,7.2
7/15/2010,2010,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0
8/15/2010,2010,8,0,0,7.44,0,0,0,0,0,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,0,7.44,0,0,7.44,0,7.44,0,0,0,7.44,7.44,0,7.44,7.44,0,0,0,0,0,0,0,0,0,0,7.44,7.44
9/15/2010,2010,9,7.2,7.2,14.4,0,0,7.2,0,0,0,7.2,7.2,7.2,7.2,7.2,14.4,14.4,14.4,14.4,14.4,7.2,7.2,7.2,0,7.2,7.2,7.2,0,7.2,7.2,7.2,0,0,7.2,21.6,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,21.6,14.4
10/15/2010,2010,10,29.76,29.76,126.48,52.08,29.76,74.4,22.32,96.72,126.48,104.16,126.48,119.04,133.92,119.04,74.4,126.48,133.92,133.92,126.48,44.64,126.48,119.04,29.76,119.04,111.6,126.48,89.28,126.48,133.92,141.36,171.12,141.36,156.24,126.48,22.32,96.72,29.76,29.76,29.76,59.52,52.08,66.96,66.96,44.64,148.8,148.8
11/15/2010,2010,11,36,43.2,115.2,72,36,100.8,50.4,100.8,122.4,129.6,151.2,151.2,165.6,108,64.8,115.2,115.2,129.6,122.4,64.8,122.4,100.8,43.2,115.2,93.6,122.4,86.4,129.6,144,122.4,187.2,158.4,172.8,129.6,14.4,100.8,57.6,57.6,50.4,72,79.2,86.4,86.4,64.8,129.6,108
12/15/2010,2010,12,215.76,260.4,238.08,178.56,223.2,245.52,89.28,223.2,245.52,238.08,275.28,267.84,282.72,230.64,148.8,238.08,215.76,252.96,230.64,245.52,245.52,200.88,200.88,245.52,193.44,267.84,163.68,267.84,275.28,238.08,327.36,290.16,297.6,208.32,156.24,186,297.6,297.6,238.08,238.08,252.96,238.08,238.08,193.44,238.08,208.32
1/15/2011,2011,1,66.96,89.28,66.96,81.84,66.96,96.72,37.2,74.4,81.84,104.16,119.04,104.16,104.16,74.4,37.2,52.08,96.72,66.96,66.96,74.4,66.96,89.28,66.96,66.96,74.4,66.96,59.52,74.4,89.28,52.08,74.4,74.4,89.28,111.6,22.32,89.28,119.04,119.04,74.4,81.84,104.16,96.72,96.72,81.84,104.16,81.84
2/15/2011,2011,2,60.48,80.64,114.24,94.08,60.48,127.68,60.48,107.52,120.96,127.68,141.12,134.4,141.12,107.52,67.2,107.52,120.96,120.96,107.52,87.36,114.24,114.24,60.48,114.24,107.52,120.96,100.8,127.68,134.4,94.08,127.68,127.68,127.68,141.12,26.88,147.84,100.8,100.8,67.2,107.52,114.24,120.96,120.96,94.08,127.68,114.24
3/15/2011,2011,3,81.84,111.6,215.76,133.92,104.16,178.56,96.72,163.68,200.88,208.32,238.08,238.08,252.96,208.32,148.8,223.2,215.76,230.64,215.76,111.6,223.2,215.76,111.6,223.2,208.32,245.52,171.12,252.96,275.28,223.2,290.16,267.84,267.84,245.52,74.4,238.08,133.92,133.92,111.6,141.36,163.68,171.12,171.12,133.92,267.84,215.76
4/15/2011,2011,4,43.2,36,43.2,21.6,21.6,50.4,0,43.2,57.6,57.6,72,64.8,72,36,43.2,43.2,64.8,64.8,36,64.8,50.4,57.6,21.6,36,28.8,57.6,7.2,43.2,36,43.2,64.8,50.4,72,36,7.2,14.4,57.6,57.6,28.8,50.4,43.2,50.4,50.4,28.8,165.6,43.2
5/15/2011,2011,5,29.76,14.88,89.28,22.32,14.88,44.64,14.88,52.08,44.64,44.64,52.08,52.08,59.52,81.84,59.52,96.72,59.52,111.6,81.84,66.96,89.28,52.08,14.88,81.84,44.64,74.4,37.2,74.4,66.96,66.96,74.4,59.52,59.52,66.96,7.44,37.2,44.64,44.64,14.88,44.64,22.32,29.76,29.76,22.32,171.12,52.08
6/15/2011,2011,6,21.6,7.2,43.2,36,14.4,50.4,21.6,57.6,50.4,50.4,50.4,57.6,57.6,36,36,36,36,43.2,36,72,43.2,28.8,21.6,43.2,28.8,43.2,36,43.2,43.2,57.6,72,57.6,64.8,50.4,0,50.4,36,36,14.4,43.2,28.8,36,36,28.8,43.2,36
7/15/2011,2011,7,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,7.44,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44,0,7.44,0,0,0,0,14.88,7.44
8/15/2011,2011,8,0,0,7.44,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44,0,7.44,7.44,7.44,7.44,0,0,7.44,0,7.44,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,0,7.44,0
9/15/2011,2011,9,7.2,7.2,7.2,0,7.2,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,14.4,7.2,7.2,7.2,7.2,7.2,7.2,0,0,7.2,0,7.2,0,7.2,0,7.2,7.2,7.2,7.2,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,7.2,7.2
10/15/2011,2011,10,22.32,22.32,74.4,29.76,14.88,52.08,14.88,52.08,59.52,52.08,59.52,59.52,66.96,74.4,52.08,81.84,89.28,89.28,74.4,52.08,81.84,66.96,22.32,81.84,59.52,81.84,52.08,74.4,66.96,59.52,81.84,66.96,66.96,59.52,14.88,37.2,29.76,29.76,22.32,52.08,37.2,44.64,44.64,29.76,89.28,89.28
11/15/2011,2011,11,36,50.4,100.8,50.4,36,72,21.6,57.6,64.8,79.2,86.4,86.4,86.4,93.6,57.6,108,115.2,115.2,108,50.4,100.8,100.8,43.2,93.6,86.4,93.6,64.8,79.2,72,64.8,86.4,72,86.4,108,28.8,79.2,57.6,57.6,43.2,64.8,72,79.2,79.2,57.6,108,108
12/15/2011,2011,12,44.64,59.52,37.2,37.2,29.76,66.96,7.44,37.2,52.08,74.4,81.84,74.4,81.84,29.76,22.32,37.2,44.64,44.64,37.2,37.2,37.2,22.32,22.32,29.76,7.44,29.76,7.44,29.76,37.2,29.76,37.2,37.2,59.52,44.64,14.88,7.44,66.96,66.96,37.2,52.08,59.52,66.96,66.96,44.64,74.4,44.64
1/15/2012,2012,1,81.84,104.16,171.12,89.28,66.96,141.36,37.2,126.48,148.8,133.92,171.12,163.68,178.56,178.56,81.84,163.68,178.56,178.56,163.68,104.16,178.56,186,66.96,186,186,178.56,163.68,178.56,193.44,141.36,186,171.12,186,200.88,29.76,171.12,133.92,133.92,81.84,119.04,119.04,133.92,133.92,89.28,171.12,171.12
2/15/2012,2012,2,48.72,62.64,69.6,48.72,41.76,83.52,20.88,62.64,69.6,76.56,90.48,83.52,83.52,69.6,41.76,69.6,76.56,69.6,69.6,55.68,69.6,69.6,27.84,69.6,62.64,76.56,55.68,76.56,83.52,55.68,62.64,62.64,76.56,83.52,13.92,62.64,83.52,83.52,55.68,69.6,76.56,83.52,83.52,55.68,83.52,76.56
3/15/2012,2012,3,66.96,81.84,186,89.28,66.96,111.6,52.08,104.16,141.36,156.24,186,186,200.88,186,104.16,186,178.56,200.88,178.56,74.4,193.44,171.12,66.96,200.88,163.68,208.32,141.36,208.32,223.2,163.68,223.2,208.32,200.88,186,44.64,178.56,96.72,96.72,74.4,89.28,111.6,119.04,119.04,96.72,186,163.68
4/15/2012,2012,4,57.6,79.2,86.4,64.8,72,86.4,36,72,72,93.6,100.8,108,108,79.2,64.8,86.4,86.4,100.8,79.2,79.2,93.6,79.2,64.8,86.4,64.8,100.8,57.6,93.6,93.6,79.2,93.6,93.6,93.6,93.6,43.2,64.8,93.6,93.6,79.2,72,72,72,72,64.8,158.4,72
5/15/2012,2012,5,7.44,7.44,14.88,7.44,7.44,14.88,0,14.88,14.88,14.88,14.88,14.88,14.88,7.44,22.32,14.88,7.44,22.32,14.88,22.32,14.88,7.44,7.44,14.88,0,14.88,0,14.88,14.88,14.88,14.88,7.44,14.88,7.44,0,0,14.88,14.88,7.44,14.88,14.88,14.88,14.88,7.44,37.2,14.88
6/15/2012,2012,6,0,0,21.6,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,14.4,28.8,28.8,21.6,21.6,28.8,7.2,21.6,7.2,0,14.4,7.2,14.4,0,14.4,7.2,7.2,7.2,7.2,7.2,14.4,0,0,7.2,7.2,0,7.2,7.2,7.2,7.2,0,28.8,21.6
7/15/2012,2012,7,0,0,0,0,0,0,0,0,7.44,0,7.44,7.44,7.44,0,7.44,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,7.44,7.44,0,7.44,0,0,0,0,0,0,0,0,0,0,0,7.44,0
8/15/2012,2012,8,7.44,0,7.44,0,0,0,0,0,0,0,0,0,0,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,0,0,7.44,0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,7.44
9/15/2012,2012,9,7.2,7.2,0,0,0,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,0,7.2,7.2,0,7.2,0,7.2,0,0,0,0,0,7.2,0,0,0,0,0,0,7.2,7.2,0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,0,0,0
10/15/2012,2012,10,7.44,7.44,44.64,14.88,7.44,22.32,7.44,22.32,29.76,37.2,44.64,44.64,44.64,37.2,37.2,59.52,52.08,59.52,52.08,14.88,44.64,37.2,7.44,44.64,22.32,44.64,14.88,37.2,37.2,37.2,52.08,44.64,52.08,59.52,0,44.64,14.88,14.88,7.44,22.32,22.32,22.32,22.32,14.88,59.52,44.64
11/15/2012,2012,11,28.8,36,194.4,79.2,28.8,93.6,79.2,108,136.8,158.4,187.2,187.2,201.6,180,115.2,194.4,187.2,216,180,36,201.6,172.8,36,194.4,158.4,230.4,136.8,216,216,187.2,252,208.8,216,201.6,7.2,187.2,43.2,43.2,28.8,64.8,79.2,86.4,86.4,72,194.4,180
12/15/2012,2012,12,66.96,81.84,275.28,126.48,66.96,163.68,104.16,156.24,186,208.32,230.64,230.64,238.08,275.28,163.68,275.28,282.72,282.72,267.84,104.16,282.72,275.28,74.4,282.72,260.4,297.6,230.64,305.04,327.36,230.64,267.84,267.84,245.52,245.52,37.2,200.88,104.16,104.16,74.4,119.04,148.8,163.68,163.68,126.48,260.4,275.28
1/15/2013,2013,1,66.96,74.4,44.64,59.52,52.08,89.28,22.32,66.96,81.84,96.72,111.6,96.72,104.16,44.64,29.76,37.2,89.28,37.2,44.64,52.08,37.2,66.96,37.2,37.2,37.2,29.76,22.32,37.2,44.64,29.76,52.08,52.08,81.84,74.4,22.32,74.4,96.72,96.72,59.52,66.96,81.84,89.28,89.28,66.96,74.4,81.84
2/15/2013,2013,2,53.76,67.2,40.32,40.32,47.04,73.92,13.44,47.04,53.76,60.48,73.92,60.48,67.2,33.6,20.16,40.32,67.2,40.32,40.32,53.76,40.32,47.04,40.32,33.6,20.16,40.32,6.72,33.6,40.32,26.88,33.6,33.6,47.04,60.48,13.44,26.88,80.64,80.64,53.76,67.2,73.92,73.92,73.92,47.04,73.92,53.76
3/15/2013,2013,3,59.52,66.96,119.04,52.08,44.64,81.84,14.88,66.96,81.84,81.84,104.16,104.16,111.6,111.6,52.08,104.16,119.04,119.04,119.04,74.4,119.04,96.72,44.64,119.04,81.84,119.04,52.08,111.6,111.6,74.4,104.16,96.72,104.16,96.72,22.32,59.52,89.28,89.28,59.52,74.4,81.84,74.4,74.4,59.52,126.48,119.04
4/15/2013,2013,4,28.8,28.8,50.4,28.8,14.4,57.6,7.2,50.4,50.4,50.4,64.8,57.6,64.8,43.2,43.2,57.6,50.4,64.8,50.4,36,57.6,36,14.4,50.4,36,43.2,21.6,43.2,43.2,43.2,36,36,50.4,79.2,7.2,36,36,36,21.6,43.2,36,43.2,43.2,28.8,72,50.4
5/15/2013,2013,5,14.88,14.88,22.32,14.88,7.44,29.76,0,37.2,29.76,22.32,37.2,29.76,37.2,22.32,37.2,29.76,14.88,29.76,29.76,37.2,22.32,7.44,7.44,14.88,0,22.32,0,14.88,14.88,29.76,29.76,22.32,37.2,14.88,7.44,0,14.88,14.88,7.44,29.76,14.88,22.32,22.32,14.88,29.76,14.88
6/15/2013,2013,6,0,0,28.8,7.2,0,7.2,0,7.2,14.4,7.2,14.4,14.4,14.4,21.6,28.8,28.8,21.6,28.8,28.8,7.2,28.8,14.4,0,21.6,14.4,28.8,14.4,21.6,14.4,14.4,14.4,7.2,14.4,28.8,0,21.6,7.2,7.2,0,7.2,7.2,7.2,7.2,0,14.4,21.6
7/15/2013,2013,7,7.44,7.44,0,0,0,0,0,0,7.44,0,7.44,7.44,7.44,0,0,0,0,0,0,7.44,0,0,0,0,0,0,0,0,0,7.44,0,0,7.44,0,0,0,7.44,7.44,0,7.44,0,0,0,0,0,0
8/15/2013,2013,8,7.44,7.44,7.44,0,0,0,0,0,7.44,0,7.44,7.44,7.44,0,7.44,7.44,7.44,7.44,7.44,7.44,7.44,0,0,7.44,0,7.44,0,0,0,7.44,7.44,0,7.44,0,0,0,7.44,7.44,0,0,0,0,0,0,7.44,7.44
9/15/2013,2013,9,7.2,7.2,28.8,0,0,7.2,0,7.2,14.4,14.4,14.4,14.4,21.6,28.8,21.6,28.8,28.8,28.8,28.8,7.2,28.8,21.6,0,21.6,14.4,28.8,7.2,21.6,21.6,21.6,28.8,21.6,21.6,28.8,0,21.6,7.2,7.2,0,7.2,7.2,7.2,7.2,0,50.4,36
